startTime,span,avg,k,stdTime,stdTemperature,label
2019-11-17 06:33:07,1,703.0000000000437,-6.000000000028487,30,815,0
2019-11-17 05:34:07,1,735.4999999997672,-44.99999999963736,30,815,0
2019-11-17 16:55:07,182,800.0000000000001,-1.274377104314458e-16,30,815,0
2019-11-17 09:09:07,1,685.0,-29.999999999905047,30,815,0
2019-11-17 02:46:07,168,757.9999999999999,3.547893747048209e-17,30,815,0
2019-11-17 14:31:07,61,621.0,-9.951294818204777e-16,30,815,0
2019-11-17 14:30:07,1,626.0,-10.000000000032093,30,815,0
2019-11-17 13:10:07,1,650.5,-38.99999999999188,30,815,0
2019-11-17 13:11:07,79,631.0,6.2114249647913995e-16,30,815,0
2019-11-17 15:32:07,1,617.0,-7.999999999972603,30,815,0
2019-11-17 15:33:07,64,612.9999999999999,6.265933544981689e-16,30,815,0
2019-11-17 06:34:07,155,700.0000000000002,-1.5337338875130758e-16,30,815,0
2019-11-17 16:37:07,1,697.0000000009313,167.99999999959644,30,815,0
2019-11-17 09:10:07,240,669.9999999999997,2.589054339484604e-16,30,815,0
2019-11-05 19:11:07,574,814.9982608695652,-4.2544058981074336e-05,30,815,0
2019-11-03 11:31:07,590,815.0,4.3912796471472317e-16,30,815,0
2019-11-06 05:29:07,779,815.0320512820514,-0.00026448989004804153,30,815,0
2019-11-13 15:28:07,1087,814.9834558823544,8.995953563235344e-05,30,815,0
2019-11-04 22:56:07,1174,815.0008510638296,1.2908131827044995e-05,30,815,0
2019-11-17 19:58:07,1238,815.0000000000005,-7.767640825305629e-17,30,815,0
2019-11-18 16:37:07,1448,814.95790200138,2.7397508822544424e-05,30,815,0
2019-11-03 22:02:07,1450,814.9979324603719,-3.0438614185004293e-05,30,815,0
2019-11-12 02:26:07,2154,815.0153132250581,-1.271599032842988e-05,30,815,0
2019-11-14 10:29:07,3809,814.9832020997372,1.2801209336426748e-05,30,815,0
2019-11-06 19:11:07,7573,815.0047531027199,-2.606748478424108e-06,30,815,0
